id,text,label
2442,"Make money online fast, no experience needed!",3
2443,I think you got the steps in the wrong order here.,5
2444,Does anyone know where I can find more like this?,4
2445,"Excellent explanation,! very clear and easy to follow.",0
2446,"I make 500 dollars a day from home, ask me how!",3
2447,You! switched the x and y axes in that chart.,5
2448,The video has a few chapters.,2
2449,"Clickbait title, the video delivers nothing.",1
2450,The video covers the basics.!,2
2451,"I regret watching! this, total garbage.",1
2452,Share this video with everyone you know.!,6
2453,I paused this halfway through.,2
2454,Pin this comment so everyone can see it.,6
2455,I! came across this while browsing.,2
2456,Pin this comment so everyone can see it.,6
2457,"Beautifully made, the quality is outstanding.!",0
2458,Is this method still relevant in the current year?,4
2459,"Excellent explanation, very clear and easy to! follow.",0
2460,"This made my day, so inspiring and motivating.",0
2461,I found this in! my recommendations.,2
2462,This! is a video about the topic.,2
2463,One of the! best videos I have watched in a long time.,0
2464,Please slow down! when explaining complex parts.,6
2465,Add timestamps to your videos please.,6
2466,Please include the source links in! the description.,6
2467,The presenter talks about several points.,2
2468,"I do not recommend this at all, very bad content.",1
2469,Click here to! win a free iPhone now!!!,3
2470,There are links in the description.,2
2471,"Excellent explanation,! very clear and easy to follow.",0
2472,"That is a common misconception, the real answer is different.",5
2473,"Free crypto airdrop,! send me your wallet address!",3
2474,One of the best videos I have watched in a long! time.,0
2475,Fix the audio levels! in your next upload.,6
2476,Do not cut the video so abruptly at the! end.,6
2477,"This is absolutely amazing, loved every second of it!",0
2478,Please make more videos on this subject!,6
2479,Add timestamps to your videos please.,6
2480,"Dating site for singles, click the link below!!",3
2481,"Fantastic content, keep up the great work!",0
2482,"You are incredibly talented, this is top notch.",0
2483,"Small error in the code, you forgot a closing bracket.",5
2484,"That definition is not quite accurate, please check! again.",5
2485,"Dating site! for singles, click the link below!",3
2486,Please include the source links in the! description.,6
2487,"Stop! using that background music, it is distracting.",6
2488,"This made my day, so inspiring and motivating.",0
2489,Do not cut the! video so abruptly at the end.,6
2490,"Bot followers for sale, cheapest rates guaranteed!",3
2491,"Excellent explanation,! very clear and easy to follow.",0
2492,"Clickbait title, the video delivers nothing.",1
2493,The video! covers the basics.,2
2494,"This is absolutely amazing, loved every second of it!",0
2495,"Perfect video, exactly what I was looking for.",0
2496,The formula you used there is actually! wrong.,5
2497,I watched this video.,2
2498,The thumbnail caught my attention.,2
2499,You! made a mistake at around the three minute mark.,5
2500,This was suggested to me by YouTube.,2
2501,"Buy cheap views and subscribers now, DM me!",3
2502,Why does this happen! the way it does?,4
2503,"So well done, I watched it three times already.",0
2504,"This! is terrible, complete waste of my time.",1
2505,Do not cut the video so abruptly at the end.,6
2506,I came across this while! browsing.,2
2507,"Clickbait title, the! video delivers nothing.",1
2508,"Excellent explanation, very clear and easy to follow.",0
2509,Where can I download the files you used! here?,4
2510,Really appreciate the! effort you put into this.,0
2511,"This is pure gold, thank you for the hard work.",0
2512,Is this suitable for complete beginners?,4
2513,"Great video, very informative and well explained.!",0
2514,"You are incredibly talented, this! is top notch.",0
2515,This channel is going downhill! fast.,1
2516,The! formula you used there is actually wrong.,5
2517,The formula you used there! is actually wrong.,5
2518,This is the most confusing explanation I have ever seen.,1
2519,Can someone explain what! this means?,4
2520,"That is a common misconception, the real answer is different.",5
2521,"This is absolutely amazing, loved every second of! it!",0
2522,The editing is horrible and the! pacing is off.,1
2523,There are subtitles available for this video.,2
2524,You switched the x and y axes in that chart.,5
2525,I! found this in my recommendations.,2
2526,Subscribe to my channel for free money giveaway!,3
2527,"This is pure gold, thank you for the hard work.",0
2528,The thumbnail caught my attention.!,2
2529,I watched this video.,2
2530,Is this method still relevant in the current year?,4
2531,"Worst! video I have seen, very disappointing.",1
2532,Is this method still relevant in the current year?,4
2533,"Worst video I have seen, very disappointing.",1
2534,That calculation gives a different result when done correctly.,5
2535,"Clickbait title,! the video delivers nothing.",1
2536,This! is a video about the topic.,2
2537,"Excellent explanation, very clear and easy to! follow.",0
2538,Why is my result different from what you showed?,4
2539,"The audio quality is awful, could! not understand anything.",1
2540,First comment! Subscribe to me for no reason!,3
2541,Where can I download! the files you used here?,4
2542,"Beautifully made, the quality is outstanding.",0
2543,What software did you! use to make this video?,4
2544,The thumbnail! caught my attention.,2
2545,This is completely wrong and misleading information.,1
2546,That calculation gives a different result when! done correctly.,5
2547,"This is a scam avoid at all costs, visit my page instead!",3
2548,The spelling of! that term is incorrect in your slides.,5
2549,"Fantastic content, keep up the great work!",0
2550,The spelling of that term is incorrect in your slides.,5
2551,Please! slow down when explaining complex parts.,6
2552,"The audio quality is awful, could not understand anything.!",1
2553,"Fantastic content, keep up the great work!",0
2554,What software did you use to make this video?,4
2555,I found this in my recommendations.,2
2556,"I regret watching this, total garbage.",1
2557,Add timestamps to your videos! please.,6
2558,"Great video,! very informative and well explained.",0
2559,Fix the! audio levels in your next upload.,6
2560,The video covers! the basics.,2
2561,"Bot! followers for sale, cheapest rates guaranteed!",3
2562,"This is absolutely amazing, loved every second! of it!",0
2563,"I regret watching this, total garbage.!",1
2564,Check my latest video! for free robux and vbucks!,3
2565,This is completely! wrong and misleading information.,1
2566,"Very rude presenter, extremely! off-putting.",1
2567,Do not cut the video so abruptly at the end.,6
2568,"This is a scam avoid at all costs, visit my page instead!",3
2569,There are subtitles available for this video.,2
2570,Fix the audio levels in your next upload.,6
2571,I watched this video.,2
2572,Can someone explain what this means?,4
2573,"Nothing useful here, just filler content.!",1
2574,This was suggested to! me by YouTube.,2
2575,This is the most confusing explanation I have ever seen.,1
2576,"Perfect video, exactly what I was looking for.",0
2577,The video has a few chapters.,2
2578,"That definition is not quite accurate, please check again.",5
2579,"I got 10000 subscribers in one day, here is how!",3
2580,"I do not recommend this at all, very bad content.",1
2581,"Clickbait title, the video delivers nothing.",1
2582,The editing is horrible and the pacing is off.,1
2583,"Dating site for singles, click the link below!",3
2584,Can someone explain what this means?,4
2585,Why! does this happen the way it does?,4
2586,"Free crypto airdrop, send! me your wallet address!",3
2587,"Free crypto airdrop, send me your wallet address!",3
2588,The date you mentioned is! actually off by one year.,5
2589,Fix the audio levels in your next! upload.,6
2590,Make a part two of! this video immediately!,6
2591,You switched the x and y axes in that chart.,5
2592,"Actually that is not correct,! the answer is different.",5
2593,I found this in! my recommendations.,2
2594,"Thank you so much for sharing this, really helpful!",0
2595,I think you got the steps in the wrong order here.,5
2596,This is the most confusing explanation I have ever seen.,1
2597,Do not cut the video so abruptly at the end.,6
2598,There are subtitles available for this video.,2
2599,Do not skip the introduction next time please.,6
2600,Do! you have a written version of this tutorial?,4
2601,Turn on the captions for accessibility.!,6
2602,Can someone explain what this means?,4
2603,"Buy cheap views and subscribers now, DM me!",3
2604,"That is a common misconception, the real! answer is different.",5
2605,There are subtitles! available for this video.,2
2606,"Clickbait title, the video delivers nothing.",1
2607,Has anyone tried this on a! Mac instead of Windows?,4
2608,The thumbnail caught my attention.,2
2609,One of the best videos I have watched in a long time.,0
2610,I watched this on my! phone.,2
2611,This channel is going downhill fast.,1
2612,The date! you mentioned is actually off by one year.,5
2613,I paused this! halfway through.,2
2614,Do not forget to add! subtitles next time.,6
2615,"So well done, I watched it three times already.",0
2616,"So! many errors in this video, very unprofessional.",1
2617,First comment! Subscribe to me for no reason!,3
2618,"Thank you so much for sharing this, really helpful!",0
2619,The date you mentioned! is actually off by one year.,5
2620,The video! has a few chapters.,2
2621,First comment! Subscribe to me for no reason!!,3
2622,The spelling of that term is incorrect! in your slides.,5
2623,There are links! in the description.,2
2624,I watched this on my phone.,2
2625,Please slow down! when explaining complex parts.,6
2626,How long did it take you to create this?,4
2627,This! is completely wrong and misleading information.,1
2628,Please slow! down when explaining complex parts.,6
2629,"Buy cheap views and subscribers now, DM me!",3
2630,"That is a common misconception, the real answer is different.",5
2631,"Make money online fast, no experience needed!",3
2632,There! are subtitles available for this video.,2
2633,"Beautifully! made, the quality is outstanding.",0
2634,One of the best videos I have! watched in a long time.,0
2635,"I make 500! dollars a day from home, ask me how!",3
2636,Check my latest video for free robux and vbucks!,3
2637,What software! did you use to make this video?,4
2638,"This is! terrible, complete waste of my time.",1
2639,"Actually that is! not correct, the answer is different.",5
2640,Please make more videos on this subject!,6
2641,"I regret watching this, total garbage.",1
2642,This is the most confusing explanation I have ever seen.,1
2643,"Clickbait title, the! video delivers nothing.",1
2644,What do you think about the alternative approach?,4
2645,Does anyone know where I can find more like this?,4
2646,The editing is horrible and the pacing is off.,1
2647,"Small error in the code, you forgot a closing bracket.!",5
2648,Fix the audio! levels in your next upload.,6
2649,"I learned so much from this, thank you!",0
2650,"Small error in the code, you forgot a closing bracket.!",5
2651,"Thank you so much for sharing this, really helpful!!",0
2652,You switched the x and y axes in that chart.!,5
2653,Fix the audio levels in your next upload.,6
2654,Please include the! source links in the description.,6
2655,"Stop using that! background music, it is distracting.",6
2656,"Small! error in the code, you forgot a closing bracket.",5
2657,There are links in the description.,2
2658,Do not skip the introduction next time please.!,6
2659,Do you have a written version of this tutorial?,4
2660,The editing is horrible and the pacing is! off.,1
2661,"Small! error in the code, you forgot a closing bracket.",5
2662,This was suggested to me! by YouTube.,2
2663,I watched this video.,2
2664,Can you make a follow up video on this topic?!,4
2665,"That definition! is not quite accurate, please check again.",5
2666,Share this video with everyone you know.,6
2667,"The audio quality is awful, could! not understand anything.",1
2668,"This is pure gold, thank you for the! hard work.",0
2669,I found this in my recommendations.,2
2670,"I do not recommend this at all, very bad content.",1
2671,"Bot followers for sale, cheapest rates guaranteed!",3
2672,Really appreciate the effort you put into this.,0
2673,"Worst video I! have seen, very disappointing.",1
2674,"This made my day, so inspiring and motivating.",0
2675,"I learned so much from! this, thank you!",0
2676,Do you have a written version of this tutorial?,4
2677,I found this in! my recommendations.,2
2678,The spelling of that term is incorrect in your slides.,5
2679,"This is pure gold, thank you! for the hard work.",0
2680,Click here to win a free iPhone now!!!,3
2681,Promo code SPAM50 for discount on my useless product!,3
2682,Is this suitable for complete beginners?,4
2683,"Worst video I have seen, very disappointing.",1
2684,"Make money online fast, no experience needed!",3
2685,Do you have a written version of this tutorial?,4
2686,Please make more videos on this subject!,6
2687,That calculation gives! a different result when done correctly.,5
2688,What is the name of the song in! the background?,4
2689,"So well done, I watched it three times already.",0
2690,How many hours did you! spend on this project?,4
2691,"Clickbait! title, the video delivers nothing.",1
2692,One of the best! videos I have watched in a long time.,0
2693,Where can I download the files you used here?,4
2694,I paused this! halfway through.,2
2695,Why does this happen the way it does?,4
2696,Add timestamps to your! videos please.,6
2697,"Dating site for singles, click the link below!",3
2698,"This is terrible, complete waste of my! time.",1
2699,"This is absolutely amazing, loved every second! of it!",0
2700,Can you make! a follow up video on this topic?,4
2701,Do not forget to add subtitles next time.,6
2702,There are subtitles available! for this video.,2
2703,"Visit my website for amazing deals, link in bio!",3
2704,Do not forget to add! subtitles next time.,6
2705,This is the most confusing explanation I have ever seen.,1
2706,How long did it take you to create this?,4
2707,You made a mistake at around the three! minute mark.,5
2708,"Buy cheap views and subscribers now, DM me!!",3
2709,"Really boring! and poorly made, thumbs down.",1
2710,That calculation gives a different result when done correctly.,5
2711,"Fantastic content, keep up the great work!",0
2712,How many hours did you spend on this project?,4
2713,"Actually that is not correct, the answer is different.",5
2714,I watched this video.,2
2715,Turn on the captions for accessibility.,6
2716,This! is completely wrong and misleading information.,1
2717,I paused this halfway through.,2
2718,"This is terrible, complete waste of my time.",1
2719,"Thank you so much for! sharing this, really helpful!",0
2720,"Free crypto airdrop, send me your wallet address!",3
2721,Do not forget to add subtitles next! time.,6
2722,"Stop using that background music, it! is distracting.",6
2723,Why does this! happen the way it does?,4
2724,"Thank you so much for sharing this, really helpful!!",0
2725,There are subtitles available for this video.,2
2726,"Make money online fast, no experience needed!",3
2727,The date you mentioned is actually off by one year.,5
2728,Is! this suitable for complete beginners?,4
2729,I paused! this halfway through.,2
2730,The link you shared in! the description is broken.,5
2731,"The audio quality is awful, could not understand! anything.",1
2732,This is the most confusing explanation I have ever seen.,1
2733,The video has a few chapters.,2
2734,You made a mistake at around the three! minute mark.,5
2735,The video was uploaded today.,2
2736,The link you shared! in the description is broken.,5
2737,"Clickbait title, the video delivers! nothing.",1
2738,"Perfect video, exactly what I was looking for.!",0
2739,There are subtitles available for this video.,2
2740,Add timestamps to your videos please.,6
2741,Can you make a follow up video on this topic?,4
2742,Please slow! down when explaining complex parts.,6
2743,"Very rude presenter, extremely off-putting.!",1
2744,How! long did it take you to create this?,4
2745,I think you got the steps! in the wrong order here.,5
2746,The! formula you used there is actually wrong.,5
2747,"Upload more frequently, we need this content!",6
2748,"Free followers and likes at my profile, check it out!",3
2749,The thumbnail caught my attention.,2
2750,You confused two different concepts in! this part.,5
2751,Really appreciate the! effort you put into this.,0
2752,This was! suggested to me by YouTube.,2
2753,I believe you meant to say the opposite of what you said.,5
2754,Where can I download the! files you used here?,4
2755,Do you have a written! version of this tutorial?,4
2756,"This is pure gold,! thank you for the hard work.",0
2757,Really appreciate the effort you put into this.,0
2758,"This made my day, so inspiring! and motivating.",0
2759,Check my latest video for free robux and vbucks!,3
2760,Promo code SPAM50 for discount on! my useless product!,3
2761,That calculation gives a different result! when done correctly.,5
2762,"So many errors in this video, very unprofessional.",1
2763,There are subtitles available for this! video.,2
2764,The thumbnail caught my attention.,2
2765,This is the most confusing explanation! I have ever seen.,1
2766,"Visit my website for amazing deals, link in bio!!",3
2767,"I make 500 dollars a day from home, ask me how!!",3
2768,Where can I download the files you used here?,4
2769,This was suggested to me by YouTube.,2
2770,"I make 500 dollars a day from home, ask me how!",3
2771,One of the best videos I have watched in a long time.,0
2772,"Small error in the code, you forgot a closing bracket.!",5
2773,The video has a few chapters.,2
2774,I found this in my recommendations.,2
2775,What! is the name of the song in the background?,4
2776,What software did you use to make this video?,4
2777,Unsubscribed after watching this disaster.,1
2778,"Great video, very informative and well explained.",0
2779,Subscribe to my channel! for free money giveaway!,3
2780,Add timestamps to your videos please.,6
2781,Why is my result different from what you showed?,4
2782,Do not cut! the video so abruptly at the end.,6
2783,I watched this video.,2
2784,Click here to win a free iPhone! now!!!,3
2785,"Very rude presenter, extremely off-putting.",1
2786,The video has a few chapters.,2
2787,"Buy cheap views and subscribers now, DM me!",3
2788,The formula you used there is actually wrong.!,5
2789,What! do you think about the alternative approach?,4
2790,"Free followers and likes at my profile, check it out!",3
2791,Please include the source links in! the description.,6
2792,What do you think about the alternative approach?,4
2793,This channel deserves way more subscribers.,0
2794,"Visit my website for amazing deals, link in bio!",3
2795,"Upload more frequently, we need this content!",6
2796,The date! you mentioned is actually off by one year.,5
2797,"I learned so much from! this, thank you!",0
2798,Check my latest video! for free robux and vbucks!,3
2799,"Small! error in the code, you forgot a closing bracket.",5
2800,Share this video with! everyone you know.,6
2801,"Great video,! very informative and well explained.",0
2802,"So well done, I watched it three times already.",0
2803,Can you make a follow up video on this topic?,4
2804,"Visit my website for amazing deals, link in bio!",3
2805,"Great video, very informative and well explained.",0
2806,Promo code SPAM50 for discount on my useless product!,3
2807,This channel is going downhill! fast.,1
2808,What is! the name of the song in the background?,4
2809,The presenter talks about several points.,2
2810,Does anyone know where I can find more like this?,4
2811,Do you have a! written version of this tutorial?,4
2812,"This is a scam avoid at! all costs, visit my page instead!",3
2813,What do you think about the alternative! approach?,4
2814,Please slow down when explaining complex parts.,6
2815,Check my latest video for free robux and vbucks!,3
2816,Fix the audio levels in your next upload.!,6
2817,Please slow down when explaining complex parts.,6
2818,Turn on! the captions for accessibility.,6
2819,This! is completely wrong and misleading information.,1
2820,"This made my day, so inspiring and motivating.!",0
2821,Check my latest! video for free robux and vbucks!,3
2822,This channel deserves way more subscribers.,0
2823,"Stop using! that background music, it is distracting.",6
2824,Promo code SPAM50 for discount! on my useless product!,3
2825,I watched this video.,2
2826,Is this suitable! for complete beginners?,4
2827,There are links in the description.,2
2828,Check my latest video for free robux and vbucks!,3
2829,How! many hours did you spend on this project?,4
2830,"That is a common misconception, the real answer is different.",5
2831,"That is a common misconception, the real answer is different.",5
2832,"I do not recommend this! at all, very bad content.",1
2833,"Thank you! so much for sharing this, really helpful!",0
2834,Share this video with! everyone you know.,6
2835,"Make money online fast, no experience needed!",3
2836,Pin this comment so everyone can see it.!,6
2837,This was! suggested to me by YouTube.,2
2838,This is completely wrong and! misleading information.,1
2839,You! made a mistake at around the three minute mark.,5
2840,"Buy cheap views and subscribers now, DM me!",3
2841,"Free crypto airdrop, send me your wallet address!",3
2842,The spelling of that term is incorrect in your slides.,5
2843,"Perfect video, exactly! what I was looking for.",0
2844,Do not! cut the video so abruptly at the end.,6
2845,This is the most confusing explanation I have ever seen.,1
2846,Pin this comment so everyone can see it.!,6
2847,The presenter talks about! several points.,2
2848,Is this suitable for complete beginners?,4
2849,The link you shared! in the description is broken.,5
2850,The editing is horrible and! the pacing is off.,1
2851,I paused this! halfway through.,2
2852,Is this suitable for complete beginners?,4
2853,Please make more videos on this subject!,6
2854,"This is terrible, complete waste of my time.",1
2855,This channel is going downhill fast.!,1
2856,"I learned so much from this, thank you!",0
2857,Do not cut the video so abruptly at the end.,6
2858,Do not skip the introduction next time please.,6
2859,"So many errors in this video, very unprofessional.",1
2860,You switched the x and y axes in that chart.,5
2861,The video covers the basics.,2
2862,One of the best videos I have! watched in a long time.,0
2863,How many hours did you spend on this project?,4
2864,The presenter talks about several! points.,2
2865,This is a video about the topic.,2
2866,"The audio quality is awful, could! not understand anything.",1
2867,Where can I download the files you used here?,4
2868,"So many errors in this video, very unprofessional.",1
2869,The presenter talks about several points.,2
2870,"Buy cheap views and subscribers now, DM me!",3
2871,Fix the audio levels in! your next upload.,6
2872,First comment! Subscribe to me for no reason!,3
2873,Why does this happen the! way it does?,4
2874,"Fantastic content, keep up! the great work!",0
2875,"Make money online fast, no experience! needed!",3
2876,Click here to win a free iPhone now!!!,3
2877,"You are incredibly talented, this is top notch.",0
2878,Please slow down when explaining complex parts.,6
2879,"Perfect video, exactly what I was! looking for.",0
2880,"Make money online fast, no experience needed!",3
2881,"Fantastic content, keep! up the great work!",0
2882,Check my latest video! for free robux and vbucks!,3
2883,"Excellent explanation, very clear and easy to follow.",0
2884,Fix! the audio levels in your next upload.,6
2885,"This is terrible, complete waste of my! time.",1
2886,This channel is going downhill fast.,1
2887,"Great video, very informative and well explained.",0
2888,How long did it take you to create this?,4
2889,"I make 500 dollars a! day from home, ask me how!",3
2890,I think you got! the steps in the wrong order here.,5
2891,I watched this video.,2
2892,The video has a! few chapters.,2
2893,What is the name of the song in the background?,4
2894,"This is pure gold, thank you for the hard! work.",0
2895,Can someone explain what this means?!,4
2896,I found this in my recommendations.,2
2897,The link you shared in the description is broken.,5
2898,"Fantastic content, keep up the great! work!",0
2899,"I do not recommend this at all, very bad content.",1
2900,"Nothing useful here, just filler content.!",1
2901,This channel is going downhill fast.,1
2902,Please make more videos! on this subject!,6
2903,"This is a scam avoid! at all costs, visit my page instead!",3
2904,You mislabeled the diagram in! this section.,5
2905,"Excellent explanation, very clear and easy to follow.",0
2906,"So well done, I watched it three times already.",0
2907,Turn on the captions for accessibility.,6
2908,Why does this happen the way it does?,4
2909,You confused two different concepts in! this part.,5
2910,Do you have a written version of this tutorial?,4
2911,I watched this video.,2
2912,"So well done, I watched it three times already.",0
2913,"Great video, very informative and well explained.",0
2914,The date you mentioned is actually off by one year.!,5
2915,I! paused this halfway through.,2
2916,"This is absolutely amazing,! loved every second of it!",0
2917,The video covers the basics.,2
2918,"Very rude presenter, extremely off-putting.",1
2919,Pin this comment so everyone can see it.,6
2920,"Visit my website for amazing deals, link in bio!",3
2921,"This is a scam avoid at all costs, visit my page instead!",3
2922,Please make more videos on this! subject!,6
2923,"This is! absolutely amazing, loved every second of it!",0
2924,Click here to win! a free iPhone now!!!,3
2925,Make a part two of this video immediately!,6
2926,Pin this comment so everyone can see it.,6
2927,"That is a common! misconception, the real answer is different.",5
2928,"Excellent explanation, very clear and easy to follow.",0
2929,Why does this! happen the way it does?,4
2930,"Perfect video, exactly what I was looking for.",0
2931,Is this suitable for complete beginners?,4
2932,"The audio quality is awful, could not understand anything.",1
2933,How many hours did you spend on this project?!,4
2934,I came across this while browsing.!,2
2935,"I make 500 dollars a day from home, ask me how!",3
2936,Please! include the source links in the description.,6
2937,"That! is a common misconception, the real answer is different.",5
2938,"Small error in the code, you forgot a closing bracket.",5
2939,"I! learned so much from this, thank you!",0
2940,This! channel is going downhill fast.,1
2941,"This made my day, so inspiring and motivating.",0
2942,Share this video with everyone you know.,6
2943,First comment! Subscribe to me for no reason!,3
2944,Why is my result different from what you showed?,4
2945,I! came across this while browsing.,2
2946,"Fantastic content, keep up the great work!",0
2947,How many hours did you spend on this project?,4
2948,This channel deserves way more subscribers.,0
2949,I! paused this halfway through.,2
2950,"Excellent explanation, very clear and easy! to follow.",0
2951,This was suggested to me by! YouTube.,2
2952,"Small error in the code, you forgot a closing bracket.",5
2953,"Great video, very informative and well explained.",0
2954,"This made my day, so inspiring! and motivating.",0
2955,Add! timestamps to your videos please.,6
2956,Can someone explain what this means?!,4
2957,There are subtitles available for this video.,2
2958,Has anyone tried this on a Mac instead of Windows?,4
2959,"Actually that is not correct, the answer is different.",5
2960,Please respond! to your comments more often.,6
2961,"Visit my website for amazing deals, link in bio!",3
2962,"Thank you so much for sharing this,! really helpful!",0
2963,"This is pure gold,! thank you for the hard work.",0
2964,Really appreciate the effort you put into this.,0
2965,You mislabeled the diagram in this section.,5
2966,"I got 10000 subscribers in one day, here is how!",3
2967,Do not cut the video so abruptly at the end.,6
2968,Do not cut the video so abruptly at the end.,6
2969,"Nothing useful here, just filler content.",1
2970,That calculation gives a different result when done correctly.!,5
2971,This is the most confusing explanation I have ever seen.,1
2972,"You are incredibly talented,! this is top notch.",0
2973,"Perfect video, exactly what I was looking for.",0
2974,I watched! this on my phone.,2
2975,The video has a few chapters.,2
2976,"Small error in the code, you forgot a closing bracket.",5
2977,Check my latest video for free robux! and vbucks!,3
2978,One of the best videos I have watched in a long time.!,0
2979,"Clickbait title, the video delivers nothing.",1
2980,You switched the x and y axes in that chart.!,5
2981,The formula you used there is actually wrong.,5
2982,Do you have a written version of this! tutorial?,4
2983,There are subtitles available for this video.!,2
2984,Can you make a follow up video on this topic?,4
2985,"I got 10000 subscribers! in one day, here is how!",3
2986,I paused! this halfway through.,2
2987,"Very rude presenter, extremely off-putting.!",1
2988,"That definition is not quite accurate, please check again.",5
2989,The presenter talks about several points.,2
2990,"So well done, I watched it three times! already.",0
2991,One! of the best videos I have watched in a long time.,0
2992,"The audio! quality is awful, could not understand anything.",1
2993,"So well done, I watched it three times already.",0
2994,"Free crypto airdrop, send me your wallet address!",3
2995,"This is terrible, complete waste of my time.",1
2996,Where can I download the files you used here?,4
2997,"So well done, I watched it three times already.",0
2998,"Excellent explanation, very clear and easy to follow.",0
2999,Do not cut! the video so abruptly at the end.,6
3000,The video was uploaded! today.,2
3001,The video has a few chapters.!,2
3002,You made a mistake at around the three minute mark.,5
3003,"Beautifully made, the quality! is outstanding.",0
3004,"That definition is not! quite accurate, please check again.",5
3005,This is the most confusing explanation I have ever seen.,1
3006,"I learned so much from this, thank you!",0
3007,There are! links in the description.,2
3008,One of! the best videos I have watched in a long time.,0
3009,There are links in the description.,2
3010,This! was suggested to me by YouTube.,2
3011,I found this in my! recommendations.,2
3012,I watched this on my phone.,2
3013,"Excellent! explanation, very clear and easy to follow.",0
3014,Can you make a follow up video on this topic?,4
3015,Can you make a follow up video on this topic?,4
3016,There are subtitles available for this! video.,2
3017,"That! definition is not quite accurate, please check again.",5
3018,There are links in the description.,2
3019,"Great video, very informative and well explained.",0
3020,Click here to win a free iPhone now!!!,3
3021,"I got 10000 subscribers in one! day, here is how!",3
3022,This channel is going downhill fast.,1
3023,Really appreciate the effort you put into this.,0
3024,You made a mistake! at around the three minute mark.,5
3025,"That is a common misconception, the real answer is different.!",5
3026,Where can I! download the files you used here?,4
3027,"Upload more frequently,! we need this content!",6
3028,I found! this in my recommendations.,2
3029,"So well done, I watched it three times already.",0
3030,What do you think about! the alternative approach?,4
3031,"Make money online fast, no experience needed!",3
3032,Is this suitable for complete beginners?,4
3033,"Worst! video I have seen, very disappointing.",1
3034,Share this video with everyone you! know.,6
3035,This is completely wrong and misleading information.,1
3036,"The audio quality is awful, could not understand! anything.",1
3037,"This made my day, so inspiring and motivating.",0
3038,I believe! you meant to say the opposite of what you said.,5
3039,I watched this on! my phone.,2
3040,"So well done, I watched it three times already.!",0
3041,This is the most confusing explanation I have ever seen.!,1
3042,"I regret watching this, total! garbage.",1
3043,The date you mentioned is actually off by one year.,5
3044,"Actually that is not correct, the answer is! different.",5
3045,"This is terrible, complete waste of! my time.",1
3046,"Stop using that background music, it is distracting.",6
3047,Why does this happen the way it does?,4
3048,"This is absolutely amazing, loved every! second of it!",0
3049,"I regret watching! this, total garbage.",1
3050,The thumbnail caught my! attention.,2
3051,You made a mistake! at around the three minute mark.,5
3052,Please include the source links in! the description.,6
3053,Can you make a follow up video on this topic?,4
3054,What is the name of the song in the background?,4
3055,"Very! rude presenter, extremely off-putting.",1
3056,"Really boring and poorly made, thumbs down.",1
3057,Do not skip the introduction next time please.,6
3058,Make a part two of this video immediately!,6
3059,Subscribe to my channel for! free money giveaway!,3
3060,The video has a few chapters.,2
3061,Can someone explain what this means?,4
3062,What software did you use! to make this video?,4
3063,One of the best videos I have watched in a long time.!,0
3064,One of the best videos I have watched! in a long time.,0
3065,"This is a scam avoid at all costs, visit my page instead!",3
3066,"You are incredibly talented, this is top notch.",0
3067,The! thumbnail caught my attention.,2
3068,You mislabeled the diagram in! this section.,5
3069,"This is pure gold,! thank you for the hard work.",0
3070,"That is a common misconception, the real answer is different.",5
3071,Pin this comment so everyone can! see it.,6
3072,Is this suitable for complete beginners?,4
3073,"So well done, I watched it three times already.",0
3074,This video! is about twelve minutes long.,2
3075,How many hours did! you spend on this project?,4
3076,Why does this happen the way it! does?,4
3077,Do! you have a written version of this tutorial?,4
3078,The video covers the basics.,2
3079,Where can I download the files you used here?!,4
3080,This is a video about the topic.,2
3081,Please respond to your comments more often.,6
3082,"Dating site for singles, click! the link below!",3
3083,"Very! rude presenter, extremely off-putting.",1
3084,Share this video with everyone you know.,6
3085,"I got 10000 subscribers in one day, here is how!",3
3086,"Clickbait title, the video delivers nothing.!",1
3087,This channel is going downhill fast.,1
3088,Subscribe to my channel for free money! giveaway!,3
3089,What is the! name of the song in the background?,4
3090,"Visit my website for amazing deals, link in bio!",3
3091,Fix! the audio levels in your next upload.,6
3092,"I got 10000 subscribers in one day, here is how!",3
3093,Do not skip the introduction next time please.,6
3094,One of the best! videos I have watched in a long time.,0
3095,"Excellent explanation, very clear and easy to follow.",0
3096,"This is pure gold, thank you for the hard work.",0
3097,Please respond to your comments more often.!,6
3098,Is this suitable for! complete beginners?,4
3099,That calculation gives! a different result when done correctly.,5
3100,"Beautifully made,! the quality is outstanding.",0
3101,"Perfect video, exactly what I was looking for.",0
3102,The presenter talks about several points.,2
3103,This channel is going downhill! fast.,1
3104,"Make money online fast, no experience needed!",3
3105,One of the best videos I! have watched in a long time.,0
3106,Fix the audio levels in your! next upload.,6
3107,"Buy cheap views and subscribers! now, DM me!",3
3108,"This! is absolutely amazing, loved every second of it!",0
3109,"So well done, I watched it! three times already.",0
3110,Add timestamps to your videos please.,6
3111,Why does this happen the way it does?,4
3112,"That definition! is not quite accurate, please check again.",5
3113,"Very! rude presenter, extremely off-putting.",1
3114,Can someone explain what this! means?,4
3115,"Upload more frequently, we need this! content!",6
3116,"Make money online fast, no experience! needed!",3
3117,"That is a common misconception, the! real answer is different.",5
3118,The video! has a few chapters.,2
3119,Does anyone know where I can find! more like this?,4
3120,The spelling of that term! is incorrect in your slides.,5
3121,"Nothing useful here, just! filler content.",1
