DllCharacteristics,DebugSize,DebugRVA,MajorLinkerVersion,MajorOSVersion,ResourceSize,Benign
1344,0,0,6,4,832,1
1344,0,0,8,4,1112,1
1024,28,187900,8,4,1320,1
34112,28,9968,11,4,952,1
1344,0,0,8,4,1136,1
34144,56,828220,48,4,36268,1
34112,56,1478512,11,5,1266,1
1344,28,4096,14,6,505952,1
34144,56,11540,48,4,1088,1
34144,56,18800,48,4,1284,1
34112,56,19504,48,4,1452,1
34144,56,1244424,48,4,50728,1
34144,56,180692,48,4,1072,1
34112,56,403504,11,5,1066,1
34144,56,96080,48,4,1088,1
34112,56,272296,11,5,1082,1
34144,56,29964,48,4,3176,1
34112,56,62320,11,5,1234,1
34144,56,276396,48,4,1132,1
34144,56,252132,48,4,1056,1
34112,56,917848,11,5,1050,1
34144,56,37252,48,4,1228,1
34144,56,38532,48,4,1056,1
34144,56,663824,48,4,577388,1
34144,56,11456,48,4,1120,1
34144,56,11476,48,4,1088,1
34144,56,19116,48,4,1104,1
34144,56,1302936,48,4,54316,1
34144,56,25784,48,4,1304,1
1344,28,4096,14,6,1576,1
34144,56,505004,48,4,6016,1
34112,56,692484,11,5,1120,1
34144,28,21640,11,4,1504,1
34144,56,85972,48,4,1328,1
34112,0,0,11,4,1360,1
34144,56,66016,48,4,1080,1
34112,56,154140,11,5,952,1
34144,56,71004,48,4,1296,1
34144,56,120328,48,4,1172,1
34144,56,27808,48,4,1232,1
34144,56,254808,48,4,1328,1
34112,56,1984956,11,5,1322,1
34112,0,0,11,4,1248,1
34112,0,0,11,4,1200,1
34112,0,0,11,4,1168,1
34112,0,0,11,4,1184,1
34144,56,109484,48,4,1340,1
34112,56,810304,11,5,1334,1
34112,0,0,11,4,1256,1
34112,0,0,11,4,1216,1
34112,0,0,11,4,1184,1
34112,0,0,11,4,1200,1
34112,0,0,11,4,1216,1
34112,0,0,11,4,1232,1
34112,0,0,11,4,1216,1
34112,0,0,11,4,1232,1
34112,0,0,11,4,1208,1
34112,0,0,11,4,1216,1
34112,0,0,11,4,1224,1
34112,0,0,11,4,1232,1
34112,0,0,11,4,1216,1
34144,56,3164052,48,4,54324,1
34112,56,5090228,11,5,1012,1
34144,56,270684,48,4,1160,1
1344,28,4096,14,6,30032,1
34144,28,75680,48,4,1428,1
34144,56,49472,48,4,984,1
34112,56,154480,11,5,978,1
34144,28,520360,48,4,1196,1
34112,56,1599108,11,5,1190,1
34144,56,356864,48,4,992,1
34112,56,1204800,11,5,986,1
33088,28,6000,9,6,647264,1
33088,28,7824,9,6,647264,1
49472,84,45712,14,10,1168464,1
49504,84,45056,14,10,96376,1
33088,28,5568,9,6,96376,1
16704,84,16384,14,10,1104,1
16736,84,51264,14,10,1104,1
16736,84,342512,14,10,1168,1
320,28,6160,9,6,1168,1
16736,84,106480,14,10,1112,1
320,28,5760,9,6,1112,1
16704,84,231984,14,10,1160,1
1344,84,115264,14,6,976,1
1344,84,115264,14,6,992,1
1344,84,13952,14,6,976,1
1344,84,13952,14,6,992,1
1344,28,4096,14,6,641384,1
1344,84,76384,14,6,984,1
1344,84,76384,14,6,992,1
1344,28,4096,14,6,486432,1
320,84,222460,14,6,8536,1
320,84,20064,14,6,418688,1
320,84,401184,14,6,53272,1
320,28,4752,8,4,912,1
320,28,4752,8,4,912,1
320,28,4176,12,6,904,1
320,28,4816,8,4,904,1
320,84,330356,14,6,86592,1
64,28,6240,9,6,171808,1
49504,84,339904,14,10,183080,1
33088,28,4288,9,6,100920,1
33088,28,7584,9,6,214576,1
49472,84,4400,14,10,69440,1
16736,84,110800,14,10,2080,1
320,28,5616,9,6,2080,1
16704,84,4352,14,10,2280,1
16736,84,8720,14,10,2280,1
320,28,4944,9,6,45024,1
64,28,5792,9,6,45024,1
16704,84,184080,14,10,1136,1
16736,84,391744,14,10,1136,1
320,28,5552,9,6,1136,1
320,28,7008,9,6,1136,1
16704,84,8240,14,10,984,1
16736,84,26192,14,10,984,1
320,28,4576,9,6,984,1
320,28,5056,9,6,984,1
16704,84,4368,14,10,984,1
16736,84,8816,14,10,984,1
320,28,4224,9,6,984,1
320,28,4352,9,6,984,1
16704,84,9328,14,10,1000,1
34112,28,133904,11,4,1224,1
34112,28,188944,11,4,1144,1
34112,28,194668,11,4,1144,1
34112,28,303444,11,4,1192,1
320,84,34532,14,6,2000,1
49504,84,93728,14,10,67376,1
33088,28,6032,9,6,67376,1
53600,84,1315440,14,6,1008,1
0,0,0,2,4,2760,1
32768,28,20480,2,4,1256,1
33088,28,4752,9,6,2032,1
49472,84,4400,14,10,2032,1
49504,84,9216,14,10,2032,1
33088,28,4432,9,6,2032,1
16736,84,57488,14,10,15272,1
320,28,6608,9,6,43664,1
49504,84,1369808,14,10,89504,1
320,28,6288,9,6,167888,1
16736,84,158896,14,10,167872,1
16704,84,10480,14,10,167872,1
320,28,5200,9,6,167888,1
320,28,4816,9,6,1072,1
16704,84,10016,14,10,1072,1
33088,56,1615588,11,5,1280,1
34112,56,1176488,11,5,1280,1
33088,28,12812,11,5,1128,1
34112,28,12672,11,5,1128,1
34112,0,0,48,4,1212,1
34112,0,0,48,4,1228,1
34112,0,0,48,4,1148,1
34112,0,0,48,4,1164,1
33088,56,13252,11,5,1360,1
34112,56,13112,11,5,1360,1
34112,28,25936,48,4,2800,1
34112,0,0,48,4,1340,1
33088,56,42412,11,5,1408,1
34112,56,37036,11,5,1408,1
34144,28,300084,48,4,1960,1
33088,56,958688,11,5,1092,1
34112,0,0,48,4,1180,1
34112,28,10904,48,4,2608,1
34144,28,11692,48,4,1072,1
34144,28,731612,48,4,1200,1
33120,28,45008,14,6,480,1
33120,28,14160,14,6,480,1
33120,28,18864,14,6,480,1
33120,28,30592,14,6,480,1
33120,28,93872,14,6,480,1
33120,28,14528,14,6,480,1
33120,28,21840,14,6,480,1
33120,28,18368,14,6,480,1
16704,56,37344,14,6,1040,1
16736,84,899968,14,6,1040,1
16704,84,272080,14,6,1040,1
16736,56,648176,14,6,1040,1
320,84,7296,14,6,1008,1
34144,28,13560,48,4,1096,1
352,56,82032,14,6,1048,1
352,56,82032,14,6,1048,1
320,56,16448,14,6,1048,1
320,56,16448,14,6,1048,1
320,56,16448,14,6,1040,1
320,28,4176,11,6,4104,1
352,28,78672,12,6,4096,1
320,28,4176,12,6,4096,1
16736,56,146848,14,6,4112,1
16704,56,5792,14,6,4112,1
1344,0,0,12,6,4472,1
320,84,28976,14,6,984,1
320,84,26176,14,6,1000,1
16704,84,8864,14,10,1048,1
16736,84,60928,14,10,1048,1
16736,84,60240,14,10,1104,1
16704,84,5472,14,10,1104,1
320,84,2585544,14,6,52736,1
34144,56,333048,48,4,1072,1
34112,56,974496,11,5,1066,1
320,84,1525200,14,6,1080,1
320,84,1603748,14,6,1080,1
352,84,1138188,14,6,1080,1
320,84,2041976,14,6,1088,1
33088,28,7232,9,6,20160,1
16704,84,28624,14,10,1296,1
16736,84,133264,14,10,1296,1
320,28,5024,9,6,1296,1
320,28,4576,9,6,1296,1
16704,84,20352,14,10,1072,1
16736,84,52896,14,10,1072,1
320,28,4640,9,6,1072,1
320,28,4336,9,6,1072,1
320,84,8240,14,6,83344,1
320,56,96532,10,5,6768,1
33088,28,4528,10,5,1536,1
1344,0,0,10,5,3328,1
320,56,245380,10,5,4832,1
1344,0,0,10,5,11368,1
320,28,4384,9,5,1176,1
49504,84,51344,14,10,1088,1
49472,84,10480,14,10,1088,1
49504,84,13456,14,10,1088,1
16736,84,22192,14,10,1008,1
16704,84,4688,14,10,1008,1
16736,84,5232,14,10,1008,1
34144,56,46320,48,4,48300,1
34112,56,184500,11,5,1040,1
33088,28,4352,9,6,94736,1
33088,28,4592,9,6,94736,1
49504,84,13120,14,10,94736,1
49472,84,4416,14,10,94736,1
16736,84,109072,14,10,6880,1
16704,84,17744,14,10,6880,1
320,28,5920,9,6,6880,1
320,28,5104,9,6,6880,1
33088,28,6144,9,6,46624,1
320,28,5136,9,6,3928,1
320,28,6160,9,6,3928,1
0,0,0,2,4,0,1
16704,84,37184,14,10,4968,1
33088,28,242976,10,5,254704,1
16704,84,13616,14,10,1744,1
16736,84,228560,14,10,1008,1
33120,84,256048,14,6,480,1
49472,84,4336,14,10,49616,1
34144,28,172892,48,4,55244,1
16736,84,253552,14,10,1304,1
16704,84,45040,14,10,107488,1
16736,84,313696,14,10,3874176,1
34144,56,11908,48,4,1024,1
34112,56,10776,48,4,1072,1
34144,56,11912,48,4,1040,1
34144,56,36492,48,4,1540,1
34144,56,78568,48,4,2292,1
34144,56,78112,48,4,2292,1
34144,28,180160,48,4,2528,1
34144,28,299560,48,4,45688,1
34144,28,299564,48,4,45696,1
34112,0,0,11,4,888,1
34112,0,0,11,4,904,1
34112,0,0,11,4,896,1
34112,0,0,11,4,896,1
34112,0,0,11,4,856,1
34112,0,0,11,4,888,1
0,28,139264,2,4,840,1
0,28,118784,2,4,0,1
0,28,32768,2,4,0,1
0,28,32768,2,4,0,1
0,28,335872,2,4,0,1
0,28,409600,2,4,0,1
0,28,40960,2,4,0,1
0,28,282624,2,4,0,1
0,28,274432,2,4,0,1
0,28,122880,2,4,0,1
0,0,0,2,4,0,1
0,28,860160,2,4,0,1
0,28,20480,2,4,0,1
0,28,294912,2,4,0,1
0,28,282624,2,4,0,1
0,28,1777664,2,4,0,1
0,0,0,2,4,0,1
0,28,57344,2,4,0,1
0,28,188416,2,4,0,1
0,28,167936,2,4,0,1
0,28,57344,2,4,0,1
352,84,338336,14,6,1088,1
320,84,204864,14,6,1088,1
320,84,204864,14,6,1088,1
34112,28,42800,11,4,880,1
352,28,53136,14,6,856,1
352,28,427248,14,6,856,1
16704,84,10480,14,10,984,1
16736,84,96272,14,10,984,1
320,28,4912,9,6,984,1
320,28,5696,9,6,984,1
16704,84,22336,14,10,30352,1
16736,84,216048,14,10,30352,1
320,28,4944,9,6,30352,1
320,28,5776,9,6,30352,1
33088,28,8544,9,6,147880,1
1344,28,4096,14,6,9556,1
16736,84,112112,14,10,68080,1
320,28,5616,9,6,20512,1
320,28,6768,9,6,106936,1
16736,84,216672,14,10,132640,1
16704,84,14640,14,10,132640,1
320,28,5440,9,6,106936,1
0,28,86016,2,4,0,1
352,84,24288,14,5,1444,1
49632,84,74592,14,10,18976,1
16704,84,46720,14,10,1080,1
16736,84,213824,14,10,1080,1
16736,84,203280,14,10,1016,1
34144,28,156440,11,4,1016,1
16704,84,34768,14,10,9648,1
16736,84,302528,14,10,9648,1
16736,84,354432,14,10,1464,1
16704,84,11360,14,10,1096,1
16736,84,54736,14,10,1096,1
16736,84,607456,14,10,87472,1
32768,28,32768,2,4,1256,1
320,84,101212,14,6,147056,1
1344,28,4096,14,6,167640,1
16736,84,186864,14,10,14704,1
34112,28,16316,8,4,1208,1
320,28,4928,9,6,1478488,1
320,28,4512,9,6,1478488,1
320,56,570400,12,6,0,1
33088,28,5216,9,6,2120,1
49472,84,9424,14,10,2120,1
49504,84,135248,14,10,2120,1
33088,28,4672,9,6,2120,1
33088,28,4720,9,6,2112,1
34144,28,121372,48,4,1084,1
34112,0,0,8,4,1088,1
16704,56,67488,14,10,1064,1
16736,56,301600,14,10,1064,1
16704,56,29248,14,10,1064,1
16736,56,110240,14,10,1064,1
33120,56,66240,12,6,1496,1
33120,56,66240,12,6,1504,1
16736,84,348896,14,10,1008,1
16704,84,7696,14,10,1328,1
16736,84,82880,14,10,1328,1
320,28,5184,9,6,59960,1
16736,84,884400,14,10,35512,1
16704,84,168032,14,10,35512,1
320,28,6304,9,6,59960,1
320,28,4704,9,6,94384,1
320,28,5344,9,6,94384,1
16736,84,124640,14,10,1008,1
320,28,7744,9,6,576232,1
320,28,4560,9,6,2000,1
33088,28,4720,9,6,2016,1
49472,84,6720,14,10,2016,1
49504,84,15696,14,10,2016,1
33088,28,4448,9,6,2080,1
33088,28,4784,9,6,2544,1
33088,28,4896,9,6,2088,1
320,28,5408,9,6,2032,1
33088,28,6384,9,6,6376,1
16736,84,82576,14,10,2944,1
16704,84,12448,14,10,1120,1
352,84,4096,14,10,1008,1
352,56,4096,12,10,984,1
352,84,4096,14,10,1008,1
1344,84,4096,14,10,1008,1
352,84,4096,14,10,1008,1
1344,84,4096,14,10,1008,1
352,56,4096,12,10,984,1
352,84,4096,14,10,1008,1
33088,28,4656,9,6,1784,1
33088,28,4720,9,6,61752,1
33088,28,4848,9,6,61936,1
33088,28,4800,9,6,2088,1
352,56,4096,14,10,1296,1
33088,28,5024,9,6,1800,1
33216,28,5760,9,6,50680,1
33088,28,4528,9,6,7368,1
33088,28,4784,9,6,2080,1
0,56,85316,8,5,1492,1
16704,84,99364,12,6,952,1
16736,84,128160,12,6,952,1
320,28,5408,8,5,1496,1
320,56,85316,8,5,1496,1
0,28,5408,8,5,1492,1
1024,0,0,8,5,17936,1
1344,28,4096,12,6,18912,1
352,28,4096,12,6,18912,1
64,0,0,8,5,17944,1
1088,0,0,8,5,17944,1
0,0,0,8,5,17936,1
1344,28,4096,14,6,145848,1
34144,56,168652,48,4,1032,1
34144,56,168656,48,4,1032,1
320,28,5616,9,6,3968,1
320,28,4848,9,6,3968,1
1344,28,29612,8,4,1136,1
1344,28,29612,8,4,1136,1
1344,28,29612,8,4,1136,1
1344,28,29612,8,4,1136,1
1344,28,4634144,8,4,645688,1
1344,28,4634144,8,4,2048,1
1344,0,0,8,4,2024,1
34112,0,0,8,4,1120,1
34112,0,0,8,4,1120,1
1344,28,4631916,8,4,2048,1
1344,28,4631916,8,4,646496,1
34144,28,5955536,48,4,244456,1
34144,28,14644,48,4,1216,1
1280,28,101592,8,4,1520,1
1280,28,101592,8,4,1520,1
34144,28,115184,48,4,2304,1
34144,28,115176,48,4,2304,1
1344,28,101592,8,4,1528,1
1344,28,101592,8,4,1528,1
33024,28,5152,8,5,1896,1
49472,84,5888,12,6,1916,1
49504,84,31664,12,6,1916,1
33088,28,5152,8,5,1900,1
33088,28,4640,8,5,1896,1
33088,28,4736,9,6,100456,1
49472,84,4896,14,10,100456,1
49504,84,14048,14,10,100456,1
33088,28,4432,9,6,100456,1
33088,28,4976,9,6,1792,1
49472,84,4752,14,10,1784,1
49504,84,18064,14,10,1792,1
33088,28,4528,9,6,1784,1
1344,28,4096,14,6,1480,1
320,84,43388,14,6,1288,1
320,28,5360,9,6,960,1
320,28,4768,9,6,960,1
352,84,5825392,14,5,338328,1
352,84,650304,14,5,480,1
33088,84,483024,14,6,807400,1
320,56,3934448,14,6,511296,1
64,0,0,8,6,99164,1
64,0,0,8,6,101728,1
64,0,0,9,6,928552,1
64,0,0,8,6,271196,1
352,0,0,11,6,201016,1
33088,84,37828,14,6,19264,1
16736,84,978464,14,10,78304,1
49504,84,43824,14,10,1088,1
16736,84,417920,14,10,1144,1
49504,84,40880,14,10,256,1
16736,84,188400,14,10,1120,1
16736,84,18048,14,10,0,1
33088,84,139596,14,6,0,1
320,28,7088,9,6,446864,1
320,28,5616,9,6,446856,1
16736,84,185088,14,10,5912,1
0,28,4656,8,5,1648,1
16704,84,56864,12,6,1160,1
16736,84,208208,12,6,1160,1
0,0,0,2,4,0,1
320,28,688448,10,5,1612,1
0,0,0,2,4,0,1
0,0,0,2,4,0,1
34112,28,24420,8,4,752,1
0,0,0,2,4,0,1
0,0,0,2,4,0,1
0,0,0,2,4,0,1
352,28,202848,14,6,480,1
49504,84,35184,14,10,3016,1
33088,28,4752,9,6,3016,1
32832,28,5408,9,6,3016,1
49472,84,13088,14,10,3016,1
320,28,7376,9,6,764464,1
32768,28,45056,2,4,1256,1
16704,84,5712,14,10,1032,1
16736,84,26864,14,10,1032,1
320,28,4384,9,6,1032,1
64,28,4672,9,6,1032,1
33088,28,4704,9,6,3496,1
32832,28,5312,9,6,3504,1
49472,84,23072,14,10,3496,1
49504,84,221680,14,10,1072,1
49472,84,29088,14,10,1072,1
16704,84,5120,14,10,1112,1
16736,84,10608,14,10,1112,1
16704,84,4384,14,10,1080,1
16736,84,12976,14,10,1080,1
16704,84,13936,14,10,1072,1
16736,84,109424,14,10,1072,1
16704,84,5216,14,10,1024,1
16736,84,18256,14,10,1024,1
16704,84,10112,14,10,1072,1
16736,84,42208,14,10,1072,1
49600,84,133872,14,10,30152,1
16704,84,38640,14,10,1016,1
16736,84,86144,14,10,1016,1
16704,84,10848,14,10,1088,1
16736,84,152192,14,10,1088,1
16704,84,32528,14,10,17320,1
16736,84,661360,14,10,17320,1
32832,56,3737908,9,6,9488,1
320,28,5072,9,6,1320,1
16864,56,240496,14,10,1272,1
320,56,11776,9,6,1272,1
16704,84,17056,14,10,13680,1
16736,84,117696,14,10,13680,1
320,28,4704,9,6,13680,1
64,28,5344,9,6,13680,1
34112,28,434580,11,4,19832,1
34112,28,51456,11,4,1448,1
34112,0,0,11,4,1496,1
34112,28,1256276,11,4,1464,1
34112,0,0,11,4,1520,1
34112,28,263788,11,4,1472,1
34112,0,0,11,4,1536,1
33088,28,5696,9,6,2400,1
33088,28,4512,9,6,2048,1
33088,28,4912,9,6,2056,1
49472,84,4672,14,10,2048,1
32768,28,61440,2,4,1256,1
320,56,404112,14,5,1664,1
320,56,431664,14,5,1640,1
32768,28,36864,2,4,1256,1
16736,84,320128,14,10,14328,1
64,28,4656,9,6,1607536,1
320,28,4384,9,6,1607536,1
16736,84,900656,14,10,1000,1
16704,84,26320,14,10,1016,1
16736,84,180880,14,10,1016,1
49504,84,188656,14,10,638456,1
16736,84,124432,14,10,1072,1
16736,84,508656,14,10,1048,1
16736,84,156928,14,10,1024,1
33088,28,4864,9,6,100728,1
49472,84,5024,14,10,208016,1
49504,84,14064,14,10,208016,1
33088,28,4496,9,6,100728,1
16704,84,12912,14,10,40848,1
16736,84,89968,14,10,40848,1
320,28,4848,9,6,50368,1
64,28,5584,9,6,50368,1
320,28,4464,9,6,1072,1
64,28,5088,9,6,1072,1
16736,84,562336,14,10,1360,1
16704,84,24320,14,10,1360,1
320,28,6976,9,6,109632,1
320,28,5552,9,6,109632,1
320,28,5712,9,6,1344,1
320,28,4928,9,6,1344,1
320,28,12640,10,5,896,1
320,28,12464,10,5,920,1
320,84,19568,14,6,1024,1
49472,56,67504,12,10,1576,1
16736,84,36160,14,10,46400,1
320,28,5376,9,6,22720,1
320,28,4736,9,6,2704,1
64,28,4640,9,6,1627136,1
64,28,4640,9,6,1627136,1
64,28,4640,9,6,1627136,1
64,28,4640,9,6,1627136,1
64,28,4640,9,6,1634136,1
64,28,4640,9,6,1634136,1
64,28,4640,9,6,1634136,1
64,28,4640,9,6,1634136,1
64,28,4640,9,6,1383752,1
64,28,4656,9,6,8008,1
64,28,4304,9,6,904,1
352,56,5044160,11,6,689208,1
64,28,4656,9,6,8032,1
64,28,4480,9,6,1120,1
64,28,4976,9,6,7048,1
64,28,4480,9,6,1120,1
352,0,0,11,6,192568,1
16736,84,2614912,14,10,56912,1
64,28,10848,9,6,103904,1
16736,84,301104,14,10,21456,1
16704,84,6880,14,10,1024,1
16736,84,15792,14,10,1024,1
320,28,4320,9,6,1024,1
320,28,4528,9,6,1024,1
16736,84,271552,14,10,1016,1
16704,84,56320,14,10,1016,1
16704,84,23536,14,10,1040,1
16736,84,70464,14,10,1040,1
16736,84,76032,14,10,1744,1
320,28,5408,9,6,1744,1
320,28,4736,9,6,1744,1
49632,84,99024,14,10,10632,1
16736,84,15488,14,10,1080,1
320,28,7984,9,6,1363488,1
16736,84,161280,14,10,291720,1
16704,84,20896,14,10,291720,1
320,28,6048,9,6,1363488,1
320,28,5088,9,6,1016,1
16736,84,223440,14,10,1016,1
16704,84,13824,14,10,1016,1
320,28,4608,9,6,1016,1
320,28,5008,9,6,229168,1
16704,84,21184,14,10,275856,1
16736,84,631248,14,10,275856,1
16736,84,86720,14,10,1392,1
16736,84,86720,14,10,1392,1
320,28,4672,9,6,1392,1
64,28,5232,9,6,1392,1
33088,28,4400,9,6,28488,1
33088,28,4704,9,6,28496,1
16704,84,8160,14,10,1096,1
16736,84,39888,14,10,1096,1
16704,84,37024,14,10,79312,1
16736,84,285664,14,10,79312,1
320,28,5280,9,6,132720,1
320,28,6448,9,6,132720,1
33120,28,16464,14,6,480,1
33120,28,15376,14,6,480,1
16736,84,24784,14,10,1056,1
16736,84,255440,14,10,1016,1
16736,84,819536,14,10,21104,1
34112,0,0,8,4,672,1
320,84,50068,14,6,6832,1
33088,28,5104,9,6,2032,1
49472,84,4656,14,10,2032,1
49504,84,18080,14,10,2032,1
33088,28,4608,9,6,2032,1
33088,28,4976,9,6,2168,1
32768,28,16384,2,4,1256,1
320,84,472372,14,6,186384,1
320,84,7208,14,6,48484,1
16736,84,73888,14,10,23016,1
320,28,6672,9,6,27856,1
16736,84,88208,14,10,38096,1
320,28,5872,9,6,8544,1
16736,84,47744,14,10,1088,1
16736,84,67744,14,10,5616,1
16736,84,76128,14,10,1048,1
16736,84,234224,14,10,5736,1
34144,28,22188,48,4,1216,1
33088,56,337332,11,5,1216,1
34112,56,282240,11,5,1216,1
34112,0,0,48,4,1212,1
33088,28,5040,9,6,2080,1
50496,84,6384,14,10,2072,1
49504,84,28528,14,10,2080,1
33088,28,4576,9,6,2072,1
33088,28,4416,9,6,1048,1
32832,28,4736,9,6,1048,1
16736,84,206032,14,10,1008,1
352,56,6708384,12,6,0,1
320,0,0,10,5,976,1
320,0,0,12,6,1872,1
320,0,0,12,6,1864,1
320,0,0,12,6,1872,1
320,0,0,12,6,1872,1
320,0,0,12,6,1872,1
320,84,75812,14,6,1208,1
1344,28,4096,14,6,8660,1
320,28,4736,9,6,25408,1
320,28,5376,9,6,25408,1
0,0,0,2,4,1256,1
0,0,0,2,4,1256,1
33088,28,4656,9,6,6416,1
320,56,136144,12,6,25520,1
49504,84,52544,14,10,2072,1
33088,28,4512,9,6,2088,1
33088,28,4928,9,6,2088,1
49472,84,10064,14,10,2072,1
0,0,0,8,4,0,1
0,28,20480,2,4,0,1
33088,56,41232,14,6,4976,1
16704,84,18400,14,10,83984,1
16736,84,168448,14,10,83992,1
320,28,5856,9,6,83984,1
320,28,7584,9,6,83992,1
16736,84,36240,14,10,1344,1
16736,84,40512,14,10,26128,1
16704,84,8592,14,10,26128,1
320,28,5088,9,6,26128,1
320,28,6080,9,6,26128,1
16736,84,181072,14,10,6760,1
49504,84,271360,14,10,8112,1
33088,28,5136,9,6,6400,1
33088,28,6144,9,6,6400,1
16704,84,5296,14,10,1040,1
16736,84,27008,14,10,1040,1
33024,28,144096,10,5,5104,1
33024,28,157120,10,5,5104,1
320,84,7596,14,6,1368,1
352,56,61072,11,6,2904,1
320,56,52120,11,6,2904,1
16736,84,55088,14,10,6176,1
320,28,4544,9,6,6144,1
320,28,4992,9,6,6144,1
16704,84,4832,14,10,1024,1
16736,84,14336,14,10,1024,1
320,28,4336,9,6,1024,1
320,28,4560,9,6,1024,1
16736,84,17744,14,10,1168,1
33088,28,4480,9,6,17488,1
49504,84,3123776,14,6,1040,1
16736,84,2798288,14,6,0,1
16736,84,37200,14,6,0,1
16736,84,263424,14,10,1136,1
16704,84,76000,14,10,2416,1
16736,84,435024,14,10,2416,1
16736,84,167472,14,10,1416,1
34144,56,14788,48,4,1088,1
16704,84,7152,14,10,1121464,1
16736,84,58816,14,10,1121464,1
320,28,4640,9,6,1620432,1
320,28,5184,9,6,1620432,1
16736,84,108128,14,10,11784,1
16704,84,15008,14,10,11784,1
34112,28,16428,8,4,1232,1
32768,28,32768,2,4,1256,1
16704,84,15552,14,10,1080,1
16736,84,75904,14,10,1080,1
49504,84,32032,14,10,984,1
16736,84,959888,14,10,1368,1
17728,84,4272,14,10,72192,1
16736,84,8464,14,10,72192,1
320,28,5248,9,6,72216,1
320,28,4688,9,6,72216,1
16704,84,6640,14,10,1024,1
16736,84,41712,14,10,1024,1
16736,84,78080,14,10,1040,1
0,28,49152,2,4,0,1
0,28,24576,2,4,0,1
16704,84,4512,14,10,1312,1
16736,84,30080,14,10,1312,1
320,28,5008,9,6,1312,1
320,28,4560,9,6,1312,1
34112,28,23236,11,4,960,1
32832,28,5328,9,6,2072,1
16736,84,185520,14,10,1024,1
16704,84,58256,14,10,1024,1
1344,28,4096,14,6,2192,1
16736,28,4096,14,6,2192,1
320,112,37792,14,6,1472,1
320,112,62896,14,6,1472,1
16736,84,25312,14,10,1056,1
320,56,74192,12,6,1584,1
320,56,74192,12,6,1584,1
320,56,102800,12,6,1640,1
320,56,102800,12,6,1640,1
16704,84,7632,14,10,7696,1
16736,84,49920,14,10,7696,1
320,28,4560,9,6,4096,1
320,28,4976,9,6,4096,1
32768,0,0,2,4,1256,1
16736,84,86688,14,10,16136,1
1344,84,4096,14,10,1008,1
352,84,4096,14,10,1008,1
320,84,4096,14,10,1008,1
16736,84,1259520,14,10,29104,1
320,28,9680,9,6,20408,1
49504,84,32384,14,10,1800,1
16736,84,558224,14,10,11576,1
16704,84,7680,14,10,1024,1
16736,84,27248,14,10,1024,1
320,28,4288,9,6,1024,1
320,28,4496,9,6,1024,1
0,0,0,2,4,0,1
0,0,0,2,4,0,1
16704,84,66880,14,10,7880,1
16736,84,676096,14,10,7880,1
16704,84,11024,14,10,1096,1
16736,84,79408,14,10,1096,1
49504,84,33136,14,10,3080,1
16736,84,34208,14,10,1320,1
16736,84,116832,14,10,1016,1
320,56,860784,12,6,1096,1
352,84,1575248,14,6,1096,1
320,84,1033440,14,6,1096,1
352,84,1149104,14,6,1096,1
320,28,860816,9,5,1760,1
0,28,946800,9,5,1328,1
0,28,1781870,2,4,1088,1
352,84,1571168,14,6,1096,1
320,56,791168,12,6,1096,1
320,56,791168,12,6,1096,1
0,28,2379888,2,4,1088,1
320,56,860784,12,6,1096,1
352,56,1363968,12,6,1096,1
352,56,1363968,12,6,1096,1
320,84,1091136,14,6,1096,1
16704,56,68688,14,5,1056,1
352,28,13008,14,6,480,1
256,28,86432,12,10,0,1
352,84,13008,14,6,480,1
320,56,68240,14,5,1056,1
320,56,98848,14,5,1240,1
320,56,8640,14,5,1032,1
352,56,78528,14,5,1032,1
32768,28,98304,2,4,1256,1
33088,56,6628176,14,6,2153,1
320,84,68688,14,6,34768,1
256,84,38288,14,6,1000,1
320,56,88224,14,6,1008,1
320,56,88656,14,6,1008,1
320,56,90560,14,6,1008,1
320,56,90896,14,6,1008,1
320,56,64656,14,6,1008,1
320,56,65024,14,6,1008,1
320,56,96080,14,6,1008,1
320,56,98416,14,6,1008,1
320,56,98768,14,6,1008,1
320,56,83616,14,6,1008,1
320,56,84080,14,6,1008,1
0,0,0,6,4,410512,1
0,0,0,6,4,58928,1
0,0,0,6,4,126228,1
0,28,24576,2,4,0,1
352,84,1195504,14,5,1436,1
352,84,1045904,14,5,1460,1
1344,56,4096,14,10,1296,1
352,56,4096,14,10,1296,1
1344,0,0,9,6,1296,1
320,0,0,9,6,1296,1
33088,28,4976,9,6,1776,1
352,56,1258880,12,6,1704,1
352,56,222848,12,6,1680,1
352,56,70576,12,6,1776,1
352,56,872256,12,6,1776,1
320,56,1242736,12,6,1728,1
320,84,48412,14,6,0,1
352,56,1375472,12,6,1728,1
16736,84,71868,14,6,0,1
1344,28,4096,14,6,342560,1
16704,84,9520,14,10,1080,1
16736,84,125184,14,10,1080,1
16704,84,15856,14,10,1072,1
16736,84,244592,14,10,1072,1
33088,28,4528,9,6,2280,1
49472,84,4544,14,10,2280,1
49504,84,9168,14,10,2280,1
33088,28,4320,9,6,2280,1
34112,56,82088,48,4,1080,1
34144,56,82088,48,4,1080,1
34112,56,82096,48,4,1080,1
16704,84,13280,14,10,2856,1
16736,84,131504,14,10,2856,1
16704,84,14928,14,10,1016,1
16736,84,84032,14,10,1016,1
33120,28,13536,14,6,436,1
352,56,189408,12,6,1328,1
33120,28,336480,14,6,436,1
16704,84,22992,14,10,11504,1
